system,id,type,answerable,question,refused,answer,sources,gold,gold_points,coding_correctness,coding_groundedness
prod-4o,C-HOLD-049,C-HOLD,True,What did the Lahore High Court decide in Meher Ali vs Additional District Judge (2026 LHC 1031)?,False,"In the case of Meher Ali vs Additional District Judge (2026 LHC 1031), the Lahore High Court decided to allow the constitutional petition filed by Meher Ali. The court set aside the impugned judgment dated 18.01.2018 passed by the Additional District Judge, Noorpur Thal, and restored the order dated 20.05.2014 passed by the learned trial court. The High Court found that the revisional court had exceeded its jurisdiction by interfering with a lawful and final order and by reopening a matter that had already been concluded through a binding and voluntary settlement.
Sources:
- 2026 LHC 1031 — Meher Ali Vs The Additional District Judge Nupur Thal District Khushab (Mr. Justice Malik Waqar Haider Awan) — https://sys.lhc.gov.pk/appjudgments/2026LHC1031.pdf (text retrieved 2026-08-10)
- 2022 LHC 9631 — Additional Registrar SECP Vs MS B4USoft Pvt Ltd etc (Mr. Justice Jawad Hassan) — https://sys.lhc.gov.pk/appjudgments/2022LHC9631.pdf (text retrieved 2026-08-10)
- 2022 LHC 8976 — IRFAN AHMED QURESHI VS UNIVERSITY OF ENGINEERING & TECH. ETC (Mr. Justice Jawad Hassan) — https://sys.lhc.gov.pk/appjudgments/2022LHC8976.pdf (text retrieved 2026-08-10)
- 2022 LHC 9638 — NOVEEDA NISA VS PROVINCE OF PUNJAB ETC. (Mr. Justice Jawad Hassan) — https://sys.lhc.gov.pk/appjudgments/2022LHC9638.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.",2026 LHC 1031 — Meher Ali Vs The Additional District Judge N; 2022 LHC 9631 — Additional Registrar SECP Vs MS B4USoft Pvt ; 2022 LHC 8976 — IRFAN AHMED QURESHI VS UNIVERSITY OF ENGINEE; 2022 LHC 9638 — NOVEEDA NISA VS PROVINCE OF PUNJAB ETC. (Mr.,"[{""doc_type"": ""judgment"", ""citation"": ""2026 LHC 1031""}]",constitutional petition allowed | the Additional District Judge's judgment dated 18.01.2018 set aside | the trial court's order dated 20.05.2014 restored,,
prod-4o,C-HOLD-050,C-HOLD,True,What was the outcome of the Intra Court Appeal in Abdus Salam vs Assistant Commissioner (2023 LHC 1019)?,False,"The outcome of the Intra Court Appeal in Abdus Salam vs Assistant Commissioner (2023 LHC 1019) was that the appeal was dismissed. The court upheld the decision of the learned Judge-in-Chambers, finding that the law was correctly appreciated, and therefore, the appeal had no substance. No order as to costs was made.
Sources:
- 2023 LHC 1019 — ABDUS SALAM VS ASST. COMMISSIONER ETC (Mr. Justice Sultan Tanvir Ahmad) — https://sys.lhc.gov.pk/appjudgments/2023LHC1019.pdf (text retrieved 2026-08-10)
- 2025 LHC 5752 — Ms Chenab Engineering Works & Foundries Pvt Ltd Vs Federation of Pakistan etc. (Mr. Justice Malik Javid Iqbal Wains) — https://sys.lhc.gov.pk/appjudgments/2025LHC5752.pdf (text retrieved 2026-08-10)
- 2025 LHC 5289 — ABDUL SALAM VS HOUSE BUILDING FINANCE (Mr. Justice Muzamil Akhtar Shabir) — https://sys.lhc.gov.pk/appjudgments/2025LHC5289.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.",2023 LHC 1019 — ABDUS SALAM VS ASST. COMMISSIONER ETC (Mr. J; 2025 LHC 5752 — Ms Chenab Engineering Works & Foundries Pvt ; 2025 LHC 5289 — ABDUL SALAM VS HOUSE BUILDING FINANCE (Mr. J,"[{""doc_type"": ""judgment"", ""citation"": ""2023 LHC 1019""}]",the Intra Court Appeal was dismissed | the Judge-in-Chambers' view was upheld | no order as to costs,,
prod-4o,C-HOLD-051,C-HOLD,True,"Under the bail order in Muhammad Tahreem vs The State (2022 LHC 1058), when may the trial court cancel the petitioner's bail?",False,"Under the bail order in Muhammad Tahreem vs The State (2022 LHC 1058), the trial court may cancel the petitioner's bail if the delay in the conclusion of the trial is caused by any act of the petitioner or any person acting on his behalf, if the petitioner absents himself from the trial court, or if the petitioner misuses the concession of the bail in any manner.
Sources:
- 2022 LHC 1058 — MUHAMMAD TAHREEM VS THE STATE (Mr. Justice Sadiq Mahmud Khurram) — https://sys.lhc.gov.pk/appjudgments/2022LHC1058.pdf (text retrieved 2026-08-10)
- 2022 LHC 2006 — Hassan Iqbal Vs The State etc. (Mr. Justice Muhammad Tariq Nadeem) — https://sys.lhc.gov.pk/appjudgments/2022LHC2006.pdf (text retrieved 2026-08-10)
- 2026 LHC 4471 — MUHAMMAD HANIF VS THE STATE ETC (Mr. Justice Sultan Tanvir Ahmad) — https://sys.lhc.gov.pk/appjudgments/2026LHC4471.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.",2022 LHC 1058 — MUHAMMAD TAHREEM VS THE STATE (Mr. Justice S; 2022 LHC 2006 — Hassan Iqbal Vs The State etc. (Mr. Justice ; 2026 LHC 4471 — MUHAMMAD HANIF VS THE STATE ETC (Mr. Justice,"[{""doc_type"": ""judgment"", ""citation"": ""2022 LHC 1058""}]",if the petitioner absents himself from the trial court | or misuses the concession of bail,,
prod-4o,C-FACT-052,C-FACT,True,"Which judge decided Meher Ali vs Additional District Judge, reported as 2026 LHC 1031?",False,"The case of Meher Ali vs Additional District Judge, reported as 2026 LHC 1031, was decided by Mr. Justice Malik Waqar Haider Awan.
Sources:
- 2026 LHC 1031 — Meher Ali Vs The Additional District Judge Nupur Thal District Khushab (Mr. Justice Malik Waqar Haider Awan) — https://sys.lhc.gov.pk/appjudgments/2026LHC1031.pdf (text retrieved 2026-08-10)
- 2026 LHC 1643 — Fatima Bibi Vs Additional District Judge etc. (Mr. Justice Abid Hussain Chattha) — https://sys.lhc.gov.pk/appjudgments/2026LHC1643.pdf (text retrieved 2026-08-10)
- 2023 LHC 330 — Waqar Ali Vs Additional District Judge etc (Mr. Justice Rasaal Hasan Syed) — https://sys.lhc.gov.pk/appjudgments/2023LHC330.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.",2026 LHC 1031 — Meher Ali Vs The Additional District Judge N; 2026 LHC 1643 — Fatima Bibi Vs Additional District Judge etc; 2023 LHC 330 — Waqar Ali Vs Additional District Judge etc (M,"[{""doc_type"": ""judgment"", ""citation"": ""2026 LHC 1031""}]",Mr. Justice Malik Waqar Haider Awan,,
prod-4o,C-FACT-053,C-FACT,True,At which bench of the Lahore High Court was Muhammad Tahreem vs The State (2022 LHC 1058) heard?,False,"The case of Muhammad Tahreem vs The State (2022 LHC 1058) was heard at the Lahore High Court. The specific bench is not mentioned in the provided context.
Sources:
- 2022 LHC 1058 — MUHAMMAD TAHREEM VS THE STATE (Mr. Justice Sadiq Mahmud Khurram) — https://sys.lhc.gov.pk/appjudgments/2022LHC1058.pdf (text retrieved 2026-08-10)
- 2022 LHC 8659 — Muhammad Ijaz Vs The State etc (The Chief Justice) — https://sys.lhc.gov.pk/appjudgments/2022LHC8659.pdf (text retrieved 2026-08-10)
- 2023 LHC 4087 — Muhammad Rahmat Ullah Vs The State etc (Mr. Justice Muhammad Amjad Rafiq) — https://sys.lhc.gov.pk/appjudgments/2023LHC4087.pdf (text retrieved 2026-08-10)
- 2026 LHC 4471 — MUHAMMAD HANIF VS THE STATE ETC (Mr. Justice Sultan Tanvir Ahmad) — https://sys.lhc.gov.pk/appjudgments/2026LHC4471.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.",2022 LHC 1058 — MUHAMMAD TAHREEM VS THE STATE (Mr. Justice S; 2022 LHC 8659 — Muhammad Ijaz Vs The State etc (The Chief Ju; 2023 LHC 4087 — Muhammad Rahmat Ullah Vs The State etc (Mr. ; 2026 LHC 4471 — MUHAMMAD HANIF VS THE STATE ETC (Mr. Justice,"[{""doc_type"": ""judgment"", ""citation"": ""2022 LHC 1058""}]",Bahawalpur Bench,,
prod-4o,C-FACT-054,C-FACT,True,"Which judges decided The State vs Irfan Ali, reported as 2025 LHC 1032, and when was the order announced?",False,"The case ""The State vs Irfan Ali,"" reported as 2025 LHC 1032, was decided by Justice Abher Gul Khan and Chief Justice Aalia Neelum. The order was announced on 12.03.2025.
Sources:
- 2025 LHC 1032 — THE STATE VS IRFAN ALI (Justice Abher Gul Khan) — https://sys.lhc.gov.pk/appjudgments/2025LHC1032.pdf (text retrieved 2026-08-10)
- 2025 LHC 7363 — Muhammad Irfan Butt etc Vs Aliya Nawaz Butt (Mr. Justice Muzamil Akhtar Shabir) — https://sys.lhc.gov.pk/appjudgments/2025LHC7363.pdf (text retrieved 2026-08-10)
- 2025 LHC 4774 — Majid Ali Vs The State etc. (Mr. Justice Tanveer Ahmad Sheikh) — https://sys.lhc.gov.pk/appjudgments/2025LHC4774.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.",2025 LHC 1032 — THE STATE VS IRFAN ALI (Justice Abher Gul Kh; 2025 LHC 7363 — Muhammad Irfan Butt etc Vs Aliya Nawaz Butt ; 2025 LHC 4774 — Majid Ali Vs The State etc. (Mr. Justice Tan,"[{""doc_type"": ""judgment"", ""citation"": ""2025 LHC 1032""}]",Chief Justice Aalia Neelum and Justice Abher Gul Khan | announced on 12.03.2025,,
prod-4o,C-FACT-055,C-FACT,True,Which judge decided the civil revision Sahib Bibi vs Khushi Muhammad (2025 LHC 104)?,False,"The civil revision ""Sahib Bibi vs Khushi Muhammad"" (2025 LHC 104) was decided by Mr. Justice Ahmad Nadeem Arshad.
Sources:
- 2025 LHC 104 — SAHIB BIBI ETC VS KHUSHI MUHAMMAD (Mr. Justice Ahmad Nadeem Arshad) — https://sys.lhc.gov.pk/appjudgments/2025LHC104.pdf (text retrieved 2026-08-10)
- 2023 LHC 7640 — KHUSHI MUHAMMAD VS MST RAJ BIBI (Mr. Justice Tariq Saleem Sheikh) — https://sys.lhc.gov.pk/appjudgments/2023LHC7640.pdf (text retrieved 2026-08-10)
- 2025 LHC 5536 — SAIRA BIBI ETC VS MUHAMMAD HAFEEZ ETC (Mr. Justice Malik Javid Iqbal Wains) — https://sys.lhc.gov.pk/appjudgments/2025LHC5536.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.",2025 LHC 104 — SAHIB BIBI ETC VS KHUSHI MUHAMMAD (Mr. Justic; 2023 LHC 7640 — KHUSHI MUHAMMAD VS MST RAJ BIBI (Mr. Justice; 2025 LHC 5536 — SAIRA BIBI ETC VS MUHAMMAD HAFEEZ ETC (Mr. J,"[{""doc_type"": ""judgment"", ""citation"": ""2025 LHC 104""}]",Mr. Justice Ahmad Nadeem Arshad,,
prod-4o,TIME-056,TIME,False,What is the value of diyat notified for the current financial year?,True,"I'm sorry, I don't have that information in our documents right now. Would you like me to connect you with a member of our team?","Zakat and Ushr Ordinance, 1980; 2025 LHC 8339 — FOUNDATION UNIVERSITY VS M/O RELIGIOUS AFFAR; 2024 LHC 2738 — Service Global Footwear Ltd. & 1 other Vs Fe; Banking Companies Ordinance, 1962","[{""doc_type"": ""statute"", ""title"": ""Pakistan Penal Code 1860"", ""section"": ""323"", ""optional"": true}]",the yearly notification is not in the corpus; correct behaviour is to state the statutory formula and say the current figure is not in the documents,,
prod-4o,TIME-057,TIME,True,What is the limitation period for filing an appeal against a civil court decree?,False,"The limitation period for filing an appeal against a civil court decree is thirty days from the passing of the decree or decision, excluding the time required for obtaining copies thereof. However, the Appellate Court may extend this period for sufficient cause under the relevant rules. This is outlined in the reference law from the case ""2025 LHC 2618 — MUHAMMAD ASGHAR VS ADJ ETC.""
Sources:
- 2025 LHC 2618 — MUHAMMAD ASGHAR VS ADJ ETC (Mr. Justice Malik Muhammad Awais Khalid) — https://sys.lhc.gov.pk/appjudgments/2025LHC2618.pdf (text retrieved 2026-08-10)
- Code of Civil Procedure (CPC) , 1908 (Under Review), pp. 27, 170 — https://pakistancode.gov.pk/pdffiles/administrator6598dabbad120033d4d42d717dcf9755.pdf (text retrieved 2026-08-06)
- 2026 LHC 2305 — PATHANI MAI VS DISTRICT JUDGE ETC. (Mr. Justice Malik Waqar Haider Awan) — https://sys.lhc.gov.pk/appjudgments/2026LHC2305.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","2025 LHC 2618 — MUHAMMAD ASGHAR VS ADJ ETC (Mr. Justice Mali; Code of Civil Procedure (CPC) , 1908 (Under Review); 2026 LHC 2305 — PATHANI MAI VS DISTRICT JUDGE ETC. (Mr. Just","[{""doc_type"": ""statute"", ""title"": ""Limitation Act 1908"", ""section"": ""First Schedule""}]","thirty days to the District Court, ninety days to the High Court (First Schedule articles)",,
prod-4o,FALSE-058,FALSE,False,Which section of the Pakistan Penal Code 2010 deals with cheating?,False,"Section 415 of the Pakistan Penal Code deals with the offence of cheating.
Sources:
- 2026 LHC 4626 — Ansar Ali and other Vs The State etc. (Mr. Justice Tariq Saleem Sheikh) — https://sys.lhc.gov.pk/appjudgments/2026LHC4626.pdf (text retrieved 2026-08-10)
- Pakistan Penal Code (PPC),1860 (Under Review), p. 85 — https://pakistancode.gov.pk/pdffiles/administratord5622ea3f15bfa00b17d2cf7770a8434.pdf (text retrieved 2026-08-06)
- Code of Criminal Procedure (CrPC), 1898 (Under Review), pp. 110, 127 — https://pakistancode.gov.pk/pdffiles/administrator7db1e56f0f1d39a6e67573ec6b0944e2.pdf (text retrieved 2026-08-06)
- 2026 LHC 4635 — MST MUQADAS VS SHO ETC (Mr. Justice Tariq Saleem Sheikh) — https://sys.lhc.gov.pk/appjudgments/2026LHC4635.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","2026 LHC 4626 — Ansar Ali and other Vs The State etc. (Mr. J; Pakistan Penal Code (PPC),1860 (Under Review); Code of Criminal Procedure (CrPC), 1898 (Under Review); 2026 LHC 4635 — MST MUQADAS VS SHO ETC (Mr. Justice Tariq Sa",[],"the Pakistan Penal Code dates from 1860, not 2010; cheating is section 420",,
